0.000000	0.000000	0.000000	0.000000	0.000000	
-0.035114	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.026366	-0.005888	0.000000	0.000000	0.000000	
-0.034916	0.000000	0.000000	0.000000	0.000000	
-0.029702	0.000000	0.000000	0.000000	0.000000	
-0.036305	0.000000	0.000000	0.000000	0.000000	
-0.028618	0.000000	0.000000	0.000000	0.000000	
-0.030461	0.000000	0.000000	0.000000	0.000000	
-0.024531	0.000000	0.000000	0.000000	0.000000	
-0.032605	0.000000	0.000000	0.000000	0.000000	
-0.027426	0.000000	0.000000	0.000000	0.000000	
0.000000	-0.008988	0.000000	0.000000	0.000000	
-0.032593	0.000000	0.000000	0.000000	0.000000	
-0.034572	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
